,avg_acc_tag,name,data.datasets,data.exemplars.num_exemplars,data.exemplars.exemplar_selection,data.exemplars.num_exemplars_per_class,data.extra_aug,num_tasks,data.batch_size,data.nc_per_task,data.num_workers,data.stop_at_task,data.nc_first_task,data.ne_first_task,data.use_valid_only,data.use_test_as_val,data.max_classes_per_dataset,data.max_examples_per_class_trn,data.max_examples_per_class_tst,data.max_examples_per_class_val,misc.cm,misc.gpu,misc.log,seed,misc.tags,misc.exp_name,misc.save_models,misc.results_path,misc.last_layer_analysis,misc.cache_first_task_model,misc.no_cudnn_deterministic,network,model.pretrained,model.keep_existing_head,wandb.project_name,training.lr,training.vcreg.scale,training.vcreg.cov_weight,training.vcreg.reg_layers,training.vcreg.smooth_cov,training.vcreg.var_weight,training.vcreg.n_first_task,training.fix_bn,training.warmup.wu_lr,training.warmup.wu_wd,training.warmup.wu_fix_bn,training.warmup.wu_nepochs,training.warmup.wu_patience,training.warmup.wu_scheduler,training.nepochs,training.approach.name,training.approach.kwargs.all_outputs,training.clipping,training.optimizer.name,training.optimizer.kwargs.momentum,training.optimizer.kwargs.weight_decay,training.no_learning,training.eval_on_train,training.multi_softmax,training.early_stopping.lr_min,training.early_stopping.lr_factor,training.early_stopping.lr_patience,training.gridsearch_tasks,training.scheduler_milestones,training.select_best_model_by_val_loss,training.approach.kwargs.lamb,training.approach.kwargs.alpha,training.approach.kwargs.fi_num_samples,training.approach.kwargs.fi_sampling_type,training.approach.kwargs.T,training.approach.kwargs.mc,training.approach.kwargs.ta,training.approach.kwargs.tp,training.approach.kwargs.bnp,training.approach.kwargs.cka,training.approach.kwargs.ctt,training.approach.kwargs.cbnt,training.approach.kwargs.ta_lr,training.approach.kwargs.debug_loss,training.approach.kwargs.taskwise_kd,training.approach.kwargs.pretraining_epochs,dataset,approach,is_regularized,is_big_task,project_name,T,device,epochs,prefix,shuffle,init_cls,increment,batch_size,init_epochs,memory_size,num_workers,overfit_data,results_path,stop_at_task,save_checkpoint,vcreg.cov_weight,vcreg.reg_layers,vcreg.var_weight,optimizer.lr,optimizer.name,optimizer.init_lr,optimizer.weight_decay,optimizer.init_lr_decay,optimizer.init_weight_decay,scheduler.gamma,scheduler.step_size,optimizer.kwargs.momentum,temp,lambda_fkd,lambda_proto
0,14.8,good-frog-1,['imagenet_subset_kaggle'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-14-52/0,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14.78,astral-firefly-3,['imagenet_subset_kaggle'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-14-52/4,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9.84,effortless-water-2,['imagenet_subset_kaggle'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-14-52/1,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15.2,fragrant-hill-4,['imagenet_subset_kaggle'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-14-52/2,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9.06,jumping-frog-5,['imagenet_subset_kaggle'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-14-52/3,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8.72,trim-blaze-6,['imagenet_subset_kaggle'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-14-52/5,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,21.800000000000004,fast-fire-13,['imagenet_subset_kaggle'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-14-52/12,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11.84,sparkling-sun-14,['imagenet_subset_kaggle'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-14-52/13,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,20.48,peachy-voice-15,['imagenet_subset_kaggle'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-14-52/14,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11.76,cool-wildflower-16,['imagenet_subset_kaggle'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-14-52/15,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,20.979999999999997,cool-elevator-17,['imagenet_subset_kaggle'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-14-52/16,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11.9,chocolate-sound-18,['imagenet_subset_kaggle'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-14-52/17,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,23.4,ethereal-jazz-25,['cifar100_fixed'],0.0,random,0.0,,5,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-15-11/0,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,23.549999999999997,youthful-violet-27,['cifar100_fixed'],0.0,random,0.0,,5,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-15-11/3,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,14.35,solar-sponge-26,['cifar100_fixed'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-15-11/1,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2.52,ancient-terrain-28,['cifar100_fixed'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-15-11/2,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,9.01,usual-spaceship-29,['cifar100_fixed'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-15-11/5,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,9.92,true-dream-30,['cifar100_fixed'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-15-11/4,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,23.91,fluent-river-31,['cifar100_fixed'],0.0,random,0.0,,5,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-15-11/6,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,11.63,fearless-moon-32,['cifar100_fixed'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-15-11/7,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,7.630000000000001,ethereal-disco-34,['cifar100_fixed'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-15-11/8,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,27.140000000000004,splendid-smoke-43,['cifar100_fixed'],0.0,random,0.0,,5,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-15-11/18,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,15.699999999999998,visionary-violet-44,['cifar100_fixed'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-15-11/19,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2.0500000000000003,celestial-wave-45,['cifar100_fixed'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-15-11/20,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,26.83,mild-dream-46,['cifar100_fixed'],0.0,random,0.0,,5,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-15-11/21,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,8.469999999999999,electric-totem-47,['cifar100_fixed'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-15-11/22,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,9.24,unique-serenity-48,['cifar100_fixed'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-15-11/23,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,27.66,serene-meadow-49,['cifar100_fixed'],0.0,random,0.0,,5,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-15-11/24,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,9.87,dainty-dew-50,['cifar100_fixed'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-15-11/25,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,6.83,sandy-monkey-51,['cifar100_fixed'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-15-11/26,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,25.179999999999996,lucky-tree-61,['cifar100_fixed'],0.0,random,0.0,,5,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-15-24/0,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,14.7,winter-bird-62,['cifar100_fixed'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-15-24/1,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,8.97,firm-galaxy-63,['cifar100_fixed'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-15-24/2,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,23.08,cool-cosmos-64,['cifar100_fixed'],0.0,random,0.0,,5,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-15-24/3,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,13.38,mild-dragon-65,['cifar100_fixed'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-15-24/4,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,8.75,graceful-haze-66,['cifar100_fixed'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-15-24/5,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,12.869999999999996,curious-star-68,['cifar100_fixed'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-15-24/7,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,24.000000000000004,dry-lake-67,['cifar100_fixed'],0.0,random,0.0,,5,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-15-24/6,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,8.77,swift-paper-69,['cifar100_fixed'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-15-24/8,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,30.73,crisp-durian-79,['cifar100_fixed'],0.0,random,0.0,,5,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-15-24/18,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,17.909999999999997,cerulean-vortex-80,['cifar100_fixed'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-15-24/19,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
