num_tasks,approach,reg_layers,avg_acc_tag,dataset,seed
10,finetuning,False,11.640000000000002,imagenet_subset_kaggle,1
10,finetuning,True,11.84,imagenet_subset_kaggle,1
10,replay,False,39.28,imagenet_subset_kaggle,1
10,replay,True,41.36,imagenet_subset_kaggle,1
10,ewc,False,13.76,imagenet_subset_kaggle,1
10,ewc,True,14.74,imagenet_subset_kaggle,1
10,lwf,False,36.6,imagenet_subset_kaggle,1
10,lwf,True,37.03999999999999,imagenet_subset_kaggle,1
20,finetuning,False,5.78,imagenet_subset_kaggle,1
20,finetuning,True,5.5200000000000005,imagenet_subset_kaggle,1
20,replay,False,34.06000000000001,imagenet_subset_kaggle,1
20,replay,True,37.16,imagenet_subset_kaggle,1
20,ewc,False,7.180000000000001,imagenet_subset_kaggle,1
20,ewc,True,5.4,imagenet_subset_kaggle,1
20,lwf,False,19.42,imagenet_subset_kaggle,1
20,lwf,True,21.62,imagenet_subset_kaggle,1
